holding_id,snapshot_id,security_name,isin,percentage_to_nav
07a6ea41-11e3-4ab6-a8b6-a99e775cd791,4d0c0519-0667-4605-b05c-5da966b5ff46,Zero Coupon Bonds / Deep Discount Bonds,,3.143193
218bbcc7-8a75-49a2-8f86-bc32f1a90e35,c322e17d-05f3-4684-a4c7-0ff0c9a90cfc,Non-Convertible debentures / Bonds,,47.197176
bb085afe-5aea-4bd6-82c8-2f330375ae0b,c322e17d-05f3-4684-a4c7-0ff0c9a90cfc,Zero Coupon Bonds / Deep Discount Bonds,,1.528646
cd342f85-3553-40fd-8ac3-469d71b60524,66a7f267-48ad-4912-ac39-f15c1061a409,Non-Convertible debentures / Bonds,,66.275818
9dc9677f-7699-4d7e-a1a0-22254d4331ed,85de1c92-0fd8-4485-a2df-f67900a3c206,Non-Convertible debentures / Bonds,,0.888104
3c4865ba-ed6c-4db5-b274-e986acf46ef3,0b001522-0b7a-4b43-a310-a42930a3beee,Non-Convertible debentures / Bonds,,0.083621
11bcbf7d-b32d-49a6-ab36-f60f6995b3d9,fe8699d7-26ca-4d14-8db5-dadb75986d37,Non-Convertible debentures / Bonds,,61.914632
3664e15e-ed16-4946-9c6e-83a354ae0780,fe8699d7-26ca-4d14-8db5-dadb75986d37,Zero Coupon Bonds / Deep Discount Bonds,,2.874449
0d217648-bd97-49ba-9a07-f6a559524d77,cbf1b811-1c49-4b13-b180-ec4f7656875a,Non-Convertible debentures / Bonds,,38.46776
2e791160-e5f7-4a58-9d95-8f0a727d9be0,3e516cb5-698b-4f84-9591-b1025b2e40d6,Non-Convertible debentures / Bonds,,48.057652
5ecfb6e1-e53a-4dce-9a34-d36995d5f320,2e5c3dc0-368a-4986-8da4-2b5218073cfa,Non-Convertible debentures / Bonds,,34.160883
e87fea1a-e6df-4dd5-99a7-71622aa619d0,5280b714-3ead-4523-9626-11cc5bffd9b2,Non-Convertible debentures / Bonds,,54.930244
ddac7a96-b445-4450-853b-df084c64840b,a7402020-9df0-4ebd-8e97-561604a3f07b,Non-Convertible debentures / Bonds,,41.226184
dfbb768f-8f15-4bc5-811c-1ee45c22a3e8,a7402020-9df0-4ebd-8e97-561604a3f07b,Zero Coupon Bonds / Deep Discount Bonds,,1.019521
